frontend,hash,block_time,user_addr,solver,trade_usd
1inch Integrators,0xf28a0238c42c7c4d8c1cf3699db3ee1ecb01d2cafa9b3896b6639f156fbe19e3,2025-09-30 23:34:47.000 UTC,0x15160451a7a75f33404a682537ea7d94f9f69213,1inch Router,1233.963396566999
1inch Integrators,0x2a0f3daebf034bb4403d2f5f3db99173b34fc351f220f372856cfed607fc2cc8,2025-09-30 22:15:23.000 UTC,0x22b45330b515af666802291700ec9370187b39cc,1inch Router,1707.46125
1inch Integrators,0x252d55be63e642265423c714823098afbafa9af520e36fd988e70e4c9a1f478b,2025-09-30 22:04:23.000 UTC,0xadf5e32eb413e62dc072aa5fd12f19a115ac3c12,1inch Router,1147.8998519149998
1inch Integrators,0x941311ea248d8bf74e59b955de05ee1c92fe5985937a4931d2301fbd8934f924,2025-09-30 21:28:35.000 UTC,0xf3d1c628713de49b73ed476b6ad24ceaf46d8466,1inch Router,124.850865527818
1inch Integrators,0xdd6647fab9e9eef6852c0e474b37eaaa842e32e59c406283c65b5df3735ebb35,2025-09-30 21:26:35.000 UTC,0xe36424fc94dbaba7e05e5fa7792aa1e50d8bbb31,1inch Router,99.62415911873133
1inch Integrators,0xddfd898fbabf1f8a161546c3eb4e2ef9d58ee2f47a3fa979b4a213990301b29c,2025-09-30 21:25:23.000 UTC,0x3d2fd228c3d955e75c126280eb01cfb6b4f5d8aa,1inch Router,125.99070107142416
1inch Integrators,0x55f920415220d1fcc74660bbba981ad124abd8f18ea315a1b180d693f38ac2ab,2025-09-30 21:24:35.000 UTC,0x888e8e33679cdb6c63644a287278099c4ee498c0,1inch Router,30.391285259514
1inch Integrators,0xd710dc7980c32c9ae5bfb515c7a2853f7b7c229e3e9bc3e9849b68a11368ef73,2025-09-30 21:24:23.000 UTC,0xcbc5c66c9099efe8fb8a5eff4f4078cff70b81a1,1inch Router,1.487151030038854
1inch Integrators,0x6d266c4a9b713e364b8db1e06336d913aa0e4eb759e4a075c0667f9329f3cca4,2025-09-30 21:24:23.000 UTC,0xcdb5af4901641fa0080031a839a3b75dbcfe6e1d,1inch Router,20.240129283462004
1inch Integrators,0xceeb9c90275235623f174464209407e65e98351b7109cb013397c86d6ab650b6,2025-09-30 21:23:47.000 UTC,0xf864b85274160427f94f5abf6765c639f693e054,1inch Router,1000.1363961927884
1inch Integrators,0x37263fb91f8e5abf0688c01b0fb910d5d215889d64d6c6026e957c8bf7e80310,2025-09-30 21:23:23.000 UTC,0x74d22f65b1eedd7b2646745c6589aba897f0a146,1inch Router,495.05028322141385
1inch Integrators,0x293e8c53e1e581799d2e35cc95b9f7797377eff6b4cc2d0a18a3f842bbe215c0,2025-09-30 21:23:23.000 UTC,0xa665c167b589f1d402ab318eb632c05b2d3c87cf,1inch Router,324.1664243331602
1inch Integrators,0xcba4f6de02bebe5c0925cfe54d62fd926357c6391d940895412247c26f5cb826,2025-09-30 21:22:59.000 UTC,0xd0962d636ceb25299c7110b48fe3a9de1e9360d5,1inch Router,20.818890285336
1inch Integrators,0x853e9358d3648e59c12bb321fa07b5fee7e7c9ac0a803328de3af16c9bc8d45d,2025-09-30 21:22:59.000 UTC,0x90352913319148027420a775422ad50c9b55642c,1inch Router,232.71730957827
1inch Integrators,0x310bf5b03d62f868e255615066e45320767da9d0004c707b46996a41daef1c35,2025-09-30 21:22:35.000 UTC,0x91397251bf6898841c6c939dee5288fce2dbdd02,1inch Router,79.986823075467
1inch Integrators,0x791af240b4e446bbeb7c88b6e3d3ca6c99b46a402b94b6394d66f6e25de8203a,2025-09-30 21:21:11.000 UTC,0x361af30bd339bf6cc576e6bc1e22cd5f210a3c9e,1inch Router,57.81781101817096
1inch Integrators,0x395a727862107df69a5947ed2968395f46a8a1819eca1f159d08012cc54fc61d,2025-09-30 21:20:23.000 UTC,0x535045b48aa3f17d29184890c882d11a4072bc81,1inch Router,89.17501577052
